sentence,aspect,sentiment
"Màu sắc: đen 
Phân loại: nguyên seal không sạc máy mới không co sạc kèm theo pin khá trâu vi m luot tic tok không may hơi chậm xem youtube và tic tok tốt với gia nay m thay may tốt roi cửa hàng sale gia cug rẻ . Đang tien phiên bản quốc tế tuyệt vời với khả năng tương thích toàn cầu., màn hình tuyệt vời với tần số làm mới 90hz., chất lượng camera ấn tượng.,",Display,positive
"Đúng với mô tả: sau 1 tuần sử dụng cảm nhận máy màn hình đẹp,game mượt ,pin trâu sạc rất nhanh nhưng phải sử dụng sạc khác",Display,positive
"Giá bán đúng như niêm yết, chính sách bảo hành áp dụng theo quy định của nhà sản xuất.",Shop_Service,neutral
"Hàng đúng chuẩn chất lượng, tình cờ mua đúng hôm sale nên có 23tr, kích hoạt bảo hành từ ngày đặt mua",Price,neutral
"máy xước sâu. ngoại hình cực kém. cho củ sạc đểu. không có cáp sạc. không ôp, không kính, nói chung là thiếu uy tín.",Design,negative
"Chất lượng sản phẩm: tốt
Đắn đo mãi mới đặt hàng nhưng nhận được điện thoại ưng nhé, maý mới sử dụng gần tuần thấy máy sử dụng mượt, pin hao chậm, cửa hàng uy tín tư vấn nhiệt tình",Battery,positive
"Tồi sai lệch kém shipping muộn. Camera mờ ban đêm.,",Camera,negative
"Hàng ngon bổ rẻ, giao hàng nhanh,",Shipping,positive
"Buôn bán lươn lẹo, không dám công khai chất lượng với thông tin thật của sảm phẩm. Máy không có nfc, nâng cấp hệ điều hành không được ...t tẩy chay tụi m.",General,negative
"Nhóm màu: đen thời gian giao nhanh, đóng gói cẩn thận, còn khá mượt, tuy nhiên nạp pin không vào điện, không có cáp sạc kèm theo, đặt màu đen cửa hàng lại giao màu vàng. Để khuyến khích cho ahop, vẫn tạm chấm 5*",Battery,negative
Máy dựng lại nhiều lỗi nhắn tin cửa hàng không trả lời không giải đáp thắc mắc phải thay màn hình khác mới sử dụng được mọi người mua nên cân nhắc,Shop_Service,negative
"Đúng với mô tả: đúng với mô tả 
Tính năng nổi bật: tín năng nổi bật 
Chất lượng sản phẩm: chất lượng sản phẩm oke cửa hàng đúng như mô tả mược mà sử dụng lâu thì chưa biết",General,positive
"pin chai rất nhanh. chỉ còn 85% sau 5 tháng. tuổi thọ pin ngắn. pin tụt quá nhanh, dùng chưa dc 5 tháng đã thấy kém hẳn rồi. chăm sóc khách hàng bảo là do cách dùng. hiệu năng tạm được",Battery,negative
"Màu sắc: đen 
Phân loại: nguyên seal +sạc 18w thiết kế mỏng nhẹ, rất đẹp!, màn hình tuyệt vời với tần số làm mới 90hz., hiệu suất mượt mà với chip snapdragon 480.,",Design,positive
Máy như hình cấu hình ổn pin và camera đủ sử dụng có điều bắt sóng hơi kém chổ cảm vân tay hơi lỏng màn hình thỉnh thoảng bị đơ do máy nóng khá là nhanh nó chung là tầm tiền này không yêu câu hơn được,Camera,positive
"Điện thoại sử dụng ổn, được tặng kèm quà xinh. Săn được giá sale cũng hời ạ. Điểm trừ là đóng hàng giao tới, cái hộp hơi nát ạ",Packaging,negative
"Color family: random color sản phẩm: nhận được hàng rồi,mình rất ứng ý luôn, sản phẩm quá tốt trong tầm giá ,máy có rất nhiều chức năng,màn hình đẹp,và tươi, .5 sao cho sản phẩm này",Display,positive
Tôi đã sử dụng dòng redmi note này từ phiên bản note 10. Không có điều gì để phải chê với những phiên bản này trong tầm giá này. Theo tôi đây là lựa chọn đúng đắn của tôi và hi vọng rằng nó cũng là lựa chọn đúng đắn của nhiều bạn khác.,Price,positive
"sản phẩm ô kê. Ngoại hình không đẹp vì khung viền hơi tróc, màn hình đẹp.",Display,positive
chưa đầy dủ phụ kiện có đầy đủ phụ kiện thêm ít tiền nữa thì tốt quá,General,positive
"Đúng với mô tả: đúng quảng cáo 
Chất lượng sản phẩm: mới mua nên chưa biết chất lượng ntn, nhưng ngoại hình thì tốt 
Tính năng nổi bật: game lần đầu tiên mua điện thoại trên shopee, trải nghiệm lầu đầu rất tốt, săn được giá tốt nữa, cửa hàng uy tín, tư vấn nhiệt tình😃😃😃",Shop_Service,positive
"Màu sắc: đen 
Phân loại: nguyên seal sản phẩm tốt",General,positive
Thông số chip xử lý và dung lượng pin trên máy khớp với thông tin trên website.,Battery,neutral
"Xinh lắmmmm luônnnnn bé xíu à mà đáng tiền đó, mỗi tội sử dụng lâu tí nó lag và nóng máy luôn, cửa hàng tư vấn rất rất nhiệt tình nhé!",Performance,negative
"gb ít quá, nghe nhạc hay xem phim thì tốt chứ chơi game thì chịu. do là sử dụng được nên 3sao thôi.",General,neutral
"Hàng đẹp, ổn. Check thông tin trên google chính xác. Tuy nhiên, máy hơi nóng khi sử dụng. Màn hình pixel không đẹp như samsung, nhưng máy chạy mượt với android thuần. Ai sử dụng samsung như mình nhiều thì qua pixel khá khó chịu với giao diện thuần và một số thứ trên trang chủ không chỉnh được. Tuy nhiên, đổi lại là máy mượt, giá cũ hợp lý và google support lâu dài.",Performance,positive
"Sản phẩm được đóng gói cẩn thận, đúng quy cách. Mình chưa có nhận xét gì về việc vận chuyển.",Packaging,neutral
màu: clear dòng sản phẩm tương thích: iphone 14 promax hàng tốt,General,positive
"Máy lag khi mở nhiều tab. Pin tụt nhanh khi để qua đêm không sử dụng. Đóng gói hộp bên ngoài rách nặng, không có bọc lót.",Battery,negative
"uy tín. đúng gb, đúng ram, đúng dung lượng. cửa hàng rất có tâm. niêm phong hộp mặt trước mặt sau cẩn thận.. 5sao cho cửa hàng.. sẽ ủng hộ lần tiếp theo.❤️",Packaging,positive
Sài cũng được sử dụng facebook với tiktok cũng ngon nhưng không có tải mess được pin thì chai có 8gb mà khi nhận máy thì mấy cái app cố định mất 7mấy gb rồi còn không có sạc nhưng với số tiền này thì cũng không có gì để nói,General,positive
"Nhóm màu: đen nói chung là ổn, đáng mua. Ảnh làm đẹp nhiều hợp với ai thích selfie n e thì không thích lắm. Thích cái sóng wiffli khoẻ thôi",Camera,neutral
Khi nhận máy mình không ngờ là máy có thiết kế ₫ẹp vậy còn các chức năng và độ mượt mà thì không thể chê so với tầm giá,Price,positive
"Đúng với mô tả: không 
Chất lượng sản phẩm: tốt
Mua 6gb nhận 8gb cửa hàng ghi android 8,9 mà về check android 10, pin tốt",General,neutral
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: nhận được hàng rồi,mình rất ứng ý luôn, sản phẩm quá tốt trong tầm giá ,máy có rất nhiều chức năng,màn hình đẹp,và tươi, .5 sao cho sản phẩm này",Display,positive
"iphone 14 sở hữu thiết kế nhỏ gọn với kích thước 146,7 x 71,5 x 7,8 mm và trọng lượng 172 g. màn hình super retina xdr 6,1 inch với độ phân giải 2.532 x 1.170 pixel và độ sáng",Display,positive
"Chất lượng sản phẩm: bình thường 
Đúng với mô tả: không đúng 
Tính năng nổi bật: không có máy này chỉ sử dụng 1 sim vật lý, sim còn lại bị lock bởi nhà mạng t-mobile của mỹ. Cửa hàng mô tả mập mờ, đơn không cho đồng kiểm, nên bị dính bẩy, không thể trả hàng. Nhu cầu mình sử dụng 2 sim. Ai mua lại máy, mình bán rẻ cho, lh 0822712761.",General,negative
"Màn hình to rõ, giá cả tốt, hãng nokia danh tiếng 1 thời, khi xưa muốn mua 1 con trắng đen của hãng phải đổi mấy cây vàng",Display,positive
"máy đã qua sử dụng, màn hình đã thay, không còn cảm ứng vân tay. dẫu biết rằng tiền nào của nấy ai mua hãy cân nhắc cửa hàng nói không lừa ai hết. hên nhờ xui chịu. còn muốn zin thì mua mới nha",Price,neutral
"Đóng gói sơ sài niêm phong sai hộp móp, phụ kiện thiếu, shipper giao muộn,",Shipping,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: nghe gọi ￼điện thoại nokia 6310 (2025) hỗ trợ sóng 4g màn hình đẹp loa to rõ ràng bảo hành 12 tháng đã mua lần 2 sử dụng tốt sóng khỏe, loa to pin hơi yếu chút, nhưng cũng được giao nhanh, đóng gói cẩn thận",Shipping,positive
"Vỏ dễ tróc sơn giá không đúng loa nhỏ, dễ rè khi bật to, pin chai. Giá quảng cáo giảm 50% nhưng thực tế chỉ giảm 10%, vỏ máy mới sử dụng vài ngày đã bị tróc sơn ở các góc, pin hao nhanh hơn quảng cáo gấp đôi.",Battery,negative
Đúng với mô tả: đúng với mô tả máy nhẹ chơi game khá ổn. hộp đầy đủ phụ kiện ốp sạc và tai nghe. đặt trc có đồng hồ nữa,Performance,positive
Tệ. Tưởng điện thoại mới chạy hotdeal. Ai ngờ điện thoại cũ. Thay màn hình tối thui. Trước đó đã nhắn tin cửa hàng gởi điện thoại ổn đừng gạt. Ai ngờ nhận điện thoại chỉ biết ngậm đắng. Thề không mua hàng điện tử online. Né cửa hàng này.tẩy chay. Mua bán giang manh. Sử dụng được mấy ngày điện thoại màn hình chập chờn. Không thể sử dụng được. Rất tức,Display,negative
"Như thông số ❤️ chiến genshin🔥 học tập bao, chip g99 sẽ đưa ra nhận xét về sản phẩm sau.",General,neutral
"Điện thoại bị lỗi loa , cụ thể là loa lúc bé lúc to. Nhắn tin cho cửa hàng nhưng cửa hàng không phản hồi",General,negative
Sản phẩm khá tốt pin trâu làm máy phụ tốt,Battery,positive
Màn hình không rõ nét. Mua để xem youtube thôi mà độ phân giải kém thôi rồi luôn. Không hài lòng xíu nào,Display,negative
Tầm 5tr thì máy này chiến game cũng tốt mua thêm cái ốp với tản nhiệt nữa,Price,positive
"Tính năng nổi bật: tốt 
Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt
Trải nghiệm gần 1 tháng quay lại đánh giá, máy ổn màn hình đẹp ngoại hình tầm cỡ 93% vài vết xước dăm không đáng kể. nghe nhạc chơi game mượt pin hơi hẹo on screen tầm 3-4h còn lại tốt!",Display,positive
"Màu sắc: bạc 
Phân loại: nguyên seal đã nhận sản phẩm. Nguyên seal, có cả ốp lưng silicon, sạc tặng hoco chính hãng. Mọi người nên mua ! 10 sao",General,positive
camera zoom kỹ thuật số kém chất lượng. pin tụt nhanh chơi game nhẹ. đóng gói thiếu lớp chống trầy viền.,Design,negative
Shipping không giao đúng hẹn. Giao chậm 1 ngày. Vận chuyển không chuẩn. Hẹn sáng giao nhưng chiều tối mới thấy shipper gọi. Camera chụp hình hơi ám màu,Camera,negative
Đúng với mô tả: hàng tốt nhé. Đã đặt lần 3. Cửa hàng uy tín hàng chất lượng. Sẽ tiếp tục đat hàng với cửa hàng,General,positive
"Máy cũng khá tốt, lâu lâu có bị out ứng dụng, nhưng màn hình thì khá dễ vỡ dù cửa hàng đã tặng kính và ốp, lỡ tay rớt nhẹ mà vỡ luôn góc màn ở camera trước 😅, trong khi điện thoại cũ của mình không ốp không kính cường lực rơi nhiều mà không bị gì 😆",Performance,negative
"Hiệu năng quá tệ so với giá, máy hay bị treo. Đóng gói cẩu thả, không có chống sốc, may mà sản phẩm không vỡ. Pin chỉ sử dụng được nửa ngày.",Price,negative
"vô cùng hài lòng về chất lượng máy. cửa hàng giao máy đẹp, chu đáo dán cho 1 cái cường lực, mình đa nghi cẩn thận quay video bóc luôn cường lực để test màn vì trước đây đã từng bị nơi khác dán cường lực để che những vết trầy xuớc trên màn, nhưng lần này thì không, màn không 1 tì vết như ngọc trinh. cửa hàng uy tín.chúc cửa hàng kinh doanh thành công nha.",Display,positive
"Màu sắc: màu ngẫu nhiên sản phẩm: chất lượng sản phẩm tốt, cực kì hài lòng với sản phẩm và cách phục vụ của cửa hàng . Giá cả bình dân phù hợp với sinh viên học sinh. Tặng cửa hàng 5 sao ủng hộ",Shop_Service,positive
"Màu sắc: bạc 
Phân loại: nguyên seal không sạc.
 Giá rẻ nguyên seal",Price,positive
"máy ổn ở mức giá 2.x. có màn oled full hd. chất lượng hiển thị tốt. máy được cửa hàng việt hóa sẵn tiếng việt được tầm 85-90%. pin 4000 hơi ít nhưng mình mua lm máy phụ nên tốt. màn chỉ là 60hz, 1 loa mono. không biết máy mọi người mua có bị như của mình không lúc xem yt xem ở tốc độ bt thì tốt, bật tốc độ 1.25 trở lên là hình đi trc tiếng xem hơi khó chịu. máy thị trường jp nên phụ kiện kèm hộp chỉ có ốp lưng, chọc sim. cửa hàng có tặng kèm 1 bộ sạc quảng cáo nhưng mình không sử dụng. tóm lại ở mức giá 2.x thì cũng ổn",Battery,negative
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb màn hình sắc nét, thời lượng pin lâu dài, chất lượng camera ấn tượng, giá trị tuyệt vời cho số tiền, thiết kế đẹp mắt, dung lượng lưu trữ cao,",Battery,positive
Pin sạc không đều hay ngắt. Camera thiếu chế độ pro. Ship giao nhầm người khác.,Camera,negative
"Gói cẩn thận, giao đúng màu, đúng mẫu, điện thoại thao tác dễ dàng, mua cho mẹ, rẻ hơn điện máy. Có quà tặng kèm",Packaging,positive
"Chất lượng sản phẩm: màn hình hiển thị tuân thủ thông số kỹ thuật, không có ghi chú đặc biệt.",Display,neutral
"Giao hàng nhanh, cửa hàng nhiệt tình, shipee vui tinh phết, mọi người nên mua trải nghiệm , giá dẻ hơn khi mua ngoài",Price,positive
"máy 90 mà màn hỏng, kẻ sọc như trông video. nhắn tin cho cửa hàng hỏi thì cửa hàng hỏi có sử dụng ổn không :))",Display,negative
